id,ONSET,DELTAST,BIOI,DUR,CPITCH,MPITCH,ACCIDENTAL,KEYSIG,MODE,BARLENGTH,PULSES,PHRASE,VOICE,ORNAMENT,COMMA,VERTINT12,ARTICULATION,DYN,dataset,melody,event
"Melch.EventId(0, 63, 19)",552,0,24,24,71,41,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,19
"Melch.EventId(0, 63, 20)",576,0,24,24,69,40,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,20
"Melch.EventId(0, 63, 21)",600,0,24,24,67,39,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,21
"Melch.EventId(0, 63, 22)",624,0,24,24,64,37,0,1,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,63,22
"Melch.EventId(0, 63, 23)",648,0,24,24,59,34,0,1,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,63,23
"Melch.EventId(0, 63, 24)",672,0,24,36,62,36,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,24
"Melch.EventId(0, 63, 25)",708,0,36,12,62,36,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,25
"Melch.EventId(0, 63, 26)",720,0,12,12,64,37,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,26
"Melch.EventId(0, 63, 27)",732,0,12,36,62,36,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,27
"Melch.EventId(0, 63, 28)",768,0,36,72,67,39,0,1,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,63,28
"Melch.EventId(0, 63, 29)",840,0,72,24,67,39,0,1,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,63,29
"Melch.EventId(0, 63, 30)",864,0,24,36,71,41,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,30
"Melch.EventId(0, 63, 31)",900,0,36,12,71,41,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,31
"Melch.EventId(0, 63, 32)",912,0,12,24,69,40,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,32
"Melch.EventId(0, 63, 33)",936,0,24,24,71,41,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,33
"Melch.EventId(0, 63, 34)",960,0,24,36,69,40,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,34
"Melch.EventId(0, 63, 35)",996,0,36,12,67,39,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,35
"Melch.EventId(0, 63, 36)",1008,0,12,24,64,37,0,1,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,63,36
"Melch.EventId(0, 63, 37)",1032,0,24,24,59,34,0,1,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,63,37
"Melch.EventId(0, 63, 38)",1056,0,24,36,62,36,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,38
"Melch.EventId(0, 63, 39)",1092,0,36,12,62,36,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,39
"Melch.EventId(0, 63, 40)",1104,0,12,24,64,37,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,40
"Melch.EventId(0, 63, 41)",1128,0,24,24,62,36,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,41
"Melch.EventId(0, 63, 42)",1152,0,24,72,67,39,0,1,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,63,42
"Melch.EventId(0, 63, 43)",1224,0,72,24,62,36,0,1,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,63,43
"Melch.EventId(0, 63, 44)",1248,0,24,6,67,39,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,44
"Melch.EventId(0, 63, 45)",1254,0,6,6,67,39,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,45
"Melch.EventId(0, 63, 46)",1260,0,6,36,71,41,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,46
"Melch.EventId(0, 63, 47)",1296,0,36,24,69,40,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,47
"Melch.EventId(0, 63, 48)",1320,0,24,24,67,39,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,48
"Melch.EventId(0, 63, 49)",1344,0,24,12,69,40,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,49
"Melch.EventId(0, 63, 50)",1356,0,12,36,67,39,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,50
"Melch.EventId(0, 63, 51)",1392,0,36,24,55,32,0,1,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,63,51
"Melch.EventId(0, 63, 52)",1416,0,24,24,57,33,0,1,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,63,52
"Melch.EventId(0, 63, 53)",1440,0,24,24,59,34,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,53
"Melch.EventId(0, 63, 54)",1464,0,24,12,62,36,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,54
"Melch.EventId(0, 63, 55)",1476,0,12,12,59,34,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,55
"Melch.EventId(0, 63, 56)",1488,0,12,12,57,33,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,56
"Melch.EventId(0, 63, 57)",1500,0,12,36,57,33,0,1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,63,57
"Melch.EventId(0, 63, 58)",1536,0,24,72,57,33,0,1,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,63,58
"Melch.EventId(0, 64, 1)",60,0,1,12,62,36,0,0,0,72,6,1,1,0,0,Chakra.None(),0,Chakra.None(),0,64,1
"Melch.EventId(0, 64, 2)",72,0,12,24,60,35,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,2
"Melch.EventId(0, 64, 3)",96,0,24,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,3
"Melch.EventId(0, 64, 4)",108,0,12,24,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,4
"Melch.EventId(0, 64, 5)",132,0,24,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,5
"Melch.EventId(0, 64, 6)",144,0,12,36,65,38,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,6
"Melch.EventId(0, 64, 7)",180,0,36,24,65,38,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,7
"Melch.EventId(0, 64, 8)",204,0,24,12,57,33,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,8
"Melch.EventId(0, 64, 9)",216,0,12,24,55,32,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,9
"Melch.EventId(0, 64, 10)",240,0,24,12,57,33,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,10
"Melch.EventId(0, 64, 11)",252,0,12,24,60,35,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,11
"Melch.EventId(0, 64, 12)",276,0,24,12,60,35,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,12
"Melch.EventId(0, 64, 13)",288,0,12,36,60,35,0,0,0,72,6,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,64,13
"Melch.EventId(0, 64, 14)",348,24,60,12,64,37,0,0,0,72,6,1,1,0,0,Chakra.None(),0,Chakra.None(),0,64,14
"Melch.EventId(0, 64, 15)",360,0,12,24,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,15
"Melch.EventId(0, 64, 16)",384,0,24,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,16
"Melch.EventId(0, 64, 17)",396,0,12,24,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,17
"Melch.EventId(0, 64, 18)",420,0,24,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,18
"Melch.EventId(0, 64, 19)",432,0,12,24,72,42,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,19
"Melch.EventId(0, 64, 20)",456,0,24,12,72,42,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,20
"Melch.EventId(0, 64, 21)",468,0,12,24,72,42,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,21
"Melch.EventId(0, 64, 22)",492,0,24,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,22
"Melch.EventId(0, 64, 23)",504,0,12,24,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,23
"Melch.EventId(0, 64, 24)",528,0,24,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,24
"Melch.EventId(0, 64, 25)",540,0,12,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,25
"Melch.EventId(0, 64, 26)",552,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,26
"Melch.EventId(0, 64, 27)",564,0,12,12,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,27
"Melch.EventId(0, 64, 28)",576,0,12,36,67,39,0,0,0,72,6,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,64,28
"Melch.EventId(0, 64, 29)",636,24,60,12,67,39,0,0,0,72,6,1,1,0,0,Chakra.None(),0,Chakra.None(),0,64,29
"Melch.EventId(0, 64, 30)",648,0,12,24,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,30
"Melch.EventId(0, 64, 31)",672,0,24,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,31
"Melch.EventId(0, 64, 32)",684,0,12,24,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,32
"Melch.EventId(0, 64, 33)",708,0,24,12,71,41,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,33
"Melch.EventId(0, 64, 34)",720,0,12,36,72,42,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,34
"Melch.EventId(0, 64, 35)",756,0,36,24,72,42,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,35
"Melch.EventId(0, 64, 36)",780,0,24,12,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,36
"Melch.EventId(0, 64, 37)",792,0,12,24,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,37
"Melch.EventId(0, 64, 38)",816,0,24,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,38
"Melch.EventId(0, 64, 39)",828,0,12,12,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,39
"Melch.EventId(0, 64, 40)",840,0,12,12,60,35,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,40
"Melch.EventId(0, 64, 41)",852,0,12,12,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,41
"Melch.EventId(0, 64, 42)",864,0,12,36,67,39,0,0,0,72,6,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,64,42
"Melch.EventId(0, 64, 43)",912,12,48,12,62,36,0,0,0,72,6,1,1,0,0,Chakra.None(),0,Chakra.None(),0,64,43
"Melch.EventId(0, 64, 44)",924,0,12,12,60,35,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,44
"Melch.EventId(0, 64, 45)",936,0,12,24,57,33,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,45
"Melch.EventId(0, 64, 46)",960,0,24,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,46
"Melch.EventId(0, 64, 47)",972,0,12,24,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,47
"Melch.EventId(0, 64, 48)",996,0,24,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,48
"Melch.EventId(0, 64, 49)",1008,0,12,36,65,38,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,49
"Melch.EventId(0, 64, 50)",1044,0,36,24,65,38,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,50
"Melch.EventId(0, 64, 51)",1068,0,24,12,57,33,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,51
"Melch.EventId(0, 64, 52)",1080,0,12,24,55,32,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,52
"Melch.EventId(0, 64, 53)",1104,0,24,12,57,33,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,53
"Melch.EventId(0, 64, 54)",1116,0,12,24,60,35,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,54
"Melch.EventId(0, 64, 55)",1140,0,24,12,60,35,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,64,55
"Melch.EventId(0, 64, 56)",1152,0,12,72,60,35,0,0,0,72,6,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,64,56
"Melch.EventId(0, 65, 1)",24,0,1,12,66,38,1,2,0,48,2,1,1,0,0,Chakra.None(),0,Chakra.None(),0,65,1
"Melch.EventId(0, 65, 2)",36,0,12,12,67,39,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,2
"Melch.EventId(0, 65, 3)",48,0,12,12,69,40,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,3
"Melch.EventId(0, 65, 4)",60,0,12,12,66,38,1,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,4
"Melch.EventId(0, 65, 5)",72,0,12,12,66,38,1,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,5
"Melch.EventId(0, 65, 6)",84,0,12,12,64,37,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,6
"Melch.EventId(0, 65, 7)",96,0,12,24,62,36,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,7
"Melch.EventId(0, 65, 8)",120,0,24,12,61,35,1,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,8
"Melch.EventId(0, 65, 9)",132,0,12,12,62,36,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,9
"Melch.EventId(0, 65, 10)",144,0,12,12,64,37,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,10
"Melch.EventId(0, 65, 11)",156,0,12,12,62,36,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,11
"Melch.EventId(0, 65, 12)",168,0,12,12,61,35,1,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,12
"Melch.EventId(0, 65, 13)",180,0,12,12,59,34,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,13
"Melch.EventId(0, 65, 14)",192,0,12,24,57,33,0,2,0,48,2,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,65,14
"Melch.EventId(0, 65, 15)",216,0,24,12,57,33,0,2,0,48,2,1,1,0,0,Chakra.None(),0,Chakra.None(),0,65,15
"Melch.EventId(0, 65, 16)",228,0,12,12,57,33,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,16
"Melch.EventId(0, 65, 17)",240,0,12,24,62,36,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,17
"Melch.EventId(0, 65, 18)",264,0,24,12,62,36,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,18
"Melch.EventId(0, 65, 19)",276,0,12,12,62,36,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,19
"Melch.EventId(0, 65, 20)",288,0,12,24,69,40,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,20
"Melch.EventId(0, 65, 21)",312,0,24,12,69,40,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,21
"Melch.EventId(0, 65, 22)",324,0,12,12,66,38,1,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,22
"Melch.EventId(0, 65, 23)",336,0,12,12,66,38,1,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,23
"Melch.EventId(0, 65, 24)",348,0,12,36,64,37,0,2,0,48,2,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,65,24
"Melch.EventId(0, 65, 25)",408,24,60,12,69,40,0,2,0,48,2,1,1,0,0,Chakra.None(),0,Chakra.None(),0,65,25
"Melch.EventId(0, 65, 26)",420,0,12,12,69,40,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,26
"Melch.EventId(0, 65, 27)",432,0,12,12,71,41,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,27
"Melch.EventId(0, 65, 28)",444,0,12,12,69,40,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,28
"Melch.EventId(0, 65, 29)",456,0,12,12,69,40,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,29
"Melch.EventId(0, 65, 30)",468,0,12,12,66,38,1,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,30
"Melch.EventId(0, 65, 31)",480,0,12,24,62,36,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,31
"Melch.EventId(0, 65, 32)",516,12,36,12,62,36,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,32
"Melch.EventId(0, 65, 33)",528,0,12,12,64,37,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,33
"Melch.EventId(0, 65, 34)",540,0,12,12,62,36,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,34
"Melch.EventId(0, 65, 35)",552,0,12,12,61,35,1,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,35
"Melch.EventId(0, 65, 36)",564,0,12,12,59,34,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,36
"Melch.EventId(0, 65, 37)",576,0,12,24,57,33,0,2,0,48,2,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,65,37
"Melch.EventId(0, 65, 38)",600,0,24,12,57,33,0,2,0,48,2,1,1,0,0,Chakra.None(),0,Chakra.None(),0,65,38
"Melch.EventId(0, 65, 39)",612,0,12,12,57,33,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,39
"Melch.EventId(0, 65, 40)",624,0,12,12,62,36,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,40
"Melch.EventId(0, 65, 41)",636,0,12,12,64,37,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,41
"Melch.EventId(0, 65, 42)",648,0,12,12,66,38,1,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,42
"Melch.EventId(0, 65, 43)",660,0,12,12,67,39,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,43
"Melch.EventId(0, 65, 44)",672,0,12,12,69,40,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,44
"Melch.EventId(0, 65, 45)",684,0,12,12,66,38,1,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,45
"Melch.EventId(0, 65, 46)",696,0,12,12,64,37,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,46
"Melch.EventId(0, 65, 47)",708,0,12,12,67,39,0,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,47
"Melch.EventId(0, 65, 48)",720,0,12,12,66,38,1,2,0,48,2,0,1,0,0,Chakra.None(),0,Chakra.None(),0,65,48
"Melch.EventId(0, 65, 49)",732,0,12,36,62,36,0,2,0,48,2,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,65,49
"Melch.EventId(0, 66, 1)",48,0,1,12,57,33,0,-1,0,72,3,1,1,0,0,Chakra.None(),0,Chakra.None(),0,66,1
"Melch.EventId(0, 66, 2)",60,0,12,12,60,35,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,2
"Melch.EventId(0, 66, 3)",72,0,12,24,65,38,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,3
"Melch.EventId(0, 66, 4)",96,0,24,24,65,38,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,4
"Melch.EventId(0, 66, 5)",120,0,24,12,65,38,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,5
"Melch.EventId(0, 66, 6)",132,0,12,12,67,39,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,6
"Melch.EventId(0, 66, 7)",144,0,12,24,65,38,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,7
"Melch.EventId(0, 66, 8)",168,0,24,24,60,35,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,8
"Melch.EventId(0, 66, 9)",192,0,24,24,58,34,-1,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,9
"Melch.EventId(0, 66, 10)",216,0,24,24,57,33,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,10
"Melch.EventId(0, 66, 11)",240,0,24,36,67,39,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,11
"Melch.EventId(0, 66, 12)",276,0,36,12,66,38,1,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,12
"Melch.EventId(0, 66, 13)",288,0,12,48,67,39,0,-1,0,72,3,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,66,13
"Melch.EventId(0, 66, 14)",336,0,48,12,65,38,0,-1,0,72,3,1,1,0,0,Chakra.None(),0,Chakra.None(),0,66,14
"Melch.EventId(0, 66, 15)",348,0,12,12,67,39,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,15
"Melch.EventId(0, 66, 16)",360,0,12,24,69,40,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,16
"Melch.EventId(0, 66, 17)",384,0,24,24,69,40,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,17
"Melch.EventId(0, 66, 18)",408,0,24,24,72,42,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,18
"Melch.EventId(0, 66, 19)",432,0,24,24,70,41,-1,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,19
"Melch.EventId(0, 66, 20)",456,0,24,24,67,39,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,20
"Melch.EventId(0, 66, 21)",480,0,24,12,64,37,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,21
"Melch.EventId(0, 66, 22)",492,0,12,12,60,35,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,22
"Melch.EventId(0, 66, 23)",504,0,12,24,60,35,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,23
"Melch.EventId(0, 66, 24)",528,0,24,24,62,36,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,24
"Melch.EventId(0, 66, 25)",552,0,24,24,64,37,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,25
"Melch.EventId(0, 66, 26)",576,0,24,48,65,38,0,-1,0,72,3,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,66,26
"Melch.EventId(0, 66, 27)",624,0,48,12,57,33,0,-1,0,72,3,1,1,0,0,Chakra.None(),0,Chakra.None(),0,66,27
"Melch.EventId(0, 66, 28)",636,0,12,12,60,35,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,28
"Melch.EventId(0, 66, 29)",648,0,12,24,65,38,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,29
"Melch.EventId(0, 66, 30)",672,0,24,24,65,38,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,30
"Melch.EventId(0, 66, 31)",696,0,24,24,67,39,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,31
"Melch.EventId(0, 66, 32)",720,0,24,12,64,37,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,32
"Melch.EventId(0, 66, 33)",732,0,12,12,62,36,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,33
"Melch.EventId(0, 66, 34)",744,0,12,24,60,35,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,34
"Melch.EventId(0, 66, 35)",768,0,24,12,67,39,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,35
"Melch.EventId(0, 66, 36)",780,0,12,12,64,37,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,36
"Melch.EventId(0, 66, 37)",792,0,12,24,60,35,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,37
"Melch.EventId(0, 66, 38)",816,0,24,24,67,39,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,38
"Melch.EventId(0, 66, 39)",840,0,24,12,67,39,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,39
"Melch.EventId(0, 66, 40)",852,0,12,12,64,37,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,40
"Melch.EventId(0, 66, 41)",864,0,12,48,60,35,0,-1,0,72,3,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,66,41
"Melch.EventId(0, 66, 42)",912,0,48,24,69,40,0,-1,0,72,3,1,1,0,0,Chakra.None(),0,Chakra.None(),0,66,42
"Melch.EventId(0, 66, 43)",936,0,24,24,69,40,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,43
"Melch.EventId(0, 66, 44)",960,0,24,24,72,42,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,44
"Melch.EventId(0, 66, 45)",984,0,24,12,72,42,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,45
"Melch.EventId(0, 66, 46)",996,0,12,12,69,40,0,-1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,66,46
